line,division,day_type,day_type_label,month,month_date,year,period,otp_pct,on_time,scheduled
N,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.72998345,2644,3622
Q,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.7131762,5234,7339
Q,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.81214,1833,2257
R,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.8416,2104,2500
R,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.77289,5183,6706
1,A DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.77756184,7201,9261
1,A DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.8745189,3408,3897
2,A DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.6959667,4521,6496
2,A DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7036173,1809,2571
3,A DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.84293807,5061,6004
3,A DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.81,1863,2300
4,A DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7914692,5845,7385
4,A DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7853725,2298,2926
5,A DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.80151975,5274,6580
5,A DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.8295011,1912,2305
6,A DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7289092,8139,11166
6,A DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.8098318,3130,3865
7,A DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.8632399,11084,12840
7,A DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.8608297,3569,4146
A,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7260328,5536,7625
A,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7409354,2820,3806
B,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.70849276,2778,3921
C,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.6904103,2995,4338
C,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7111582,1007,1416
D,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.73288536,1745,2381
D,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.6895176,3802,5514
E,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7132885,5722,8022
E,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7734375,1782,2304
F,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.64321417,5019,7803
F,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7098604,1627,2292
FS,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.99741155,2312,2318
FS,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.99320304,4676,4708
G,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.8476108,4878,5755
G,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.9093199,2527,2779
GS,A DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,1,3776,3776
GS,A DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.9979419,8243,8260
H,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.96666664,3248,3360
H,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.95703393,1381,1443
J,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.84474725,4712,5578
J,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.90118873,2426,2692
L,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.9099157,9929,10912
L,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.92102206,4758,5166
M,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.8698444,4471,5140
M,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.9518465,2629,2762
N,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.68154985,6350,9317
N,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.65058726,1551,2384
Q,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.77189124,4910,6361
Q,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.85338867,2468,2892
R,B DIVISION,1,Weekday,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.7549133,4571,6055
R,B DIVISION,2,Weekend,2023-12-01,2023-12-01T00:00:00Z,2023,2020-2024,0.8026149,1903,2371
1,A DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9029908,2355,2608
1,A DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8446592,8129,9624
2,A DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.72256273,4951,6852
2,A DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.64869887,1396,2152
3,A DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8658692,5429,6270
3,A DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8771044,1563,1782
4,A DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.84277457,6561,7785
4,A DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.75794315,1813,2392
5,A DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8120552,5591,6885
5,A DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.72685975,1280,1761
6,A DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.72482646,8458,11669
6,A DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8141892,2169,2664
7,A DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8960991,12083,13484
7,A DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.869226,2785,3204
A,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.7541977,5974,7921
A,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.73730046,2032,2756
B,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.72052515,2854,3961
C,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.73676014,3311,4494
C,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.7718169,1079,1398
D,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.79312116,1545,1948
D,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.7076816,4072,5754
E,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.77387434,1564,2021
E,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.72370917,6111,8444
F,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.68566865,1287,1877
F,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.6826501,5595,8196
FS,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.99857724,4913,4920
FS,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9973684,1895,1900
G,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8502701,5037,5924
G,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9345098,2383,2550
GS,A DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9986361,10983,10998
GS,A DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9990724,3231,3234
H,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9722222,3430,3528
H,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9637168,1089,1130
J,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.84491885,4947,5855
J,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8963755,1929,2152
L,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9252793,10600,11456
L,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.93514585,3302,3531
M,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.9193159,4945,5379
M,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.98041475,1702,1736
N,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.7612982,7530,9891
N,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.690362,1583,2293
Q,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.8035687,5314,6613
Q,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.7355976,1711,2326
R,B DIVISION,2,Weekend,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.83060634,1726,2078
R,B DIVISION,1,Weekday,2023-11-01,2023-11-01T00:00:00Z,2023,2020-2024,0.7974504,5067,6354
1,A DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.8087594,8162,10092
1,A DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.813253,2160,2656
2,A DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.6296144,1535,2438
2,A DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.68564254,4914,7167
3,A DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.8132603,5348,6576
3,A DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7585734,1106,1458
4,A DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.807101,6615,8196
4,A DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.79606366,1901,2388
5,A DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.79287213,5673,7155
5,A DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.8344253,1401,1679
6,A DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.75711125,9236,12199
6,A DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.85217726,2231,2618
7,A DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.88215715,2650,3004
7,A DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.8840816,12485,14122
A,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7888535,2477,3140
A,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7013814,5839,8325
B,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7732832,3288,4252
C,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7217454,1009,1398
C,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7017842,3304,4708
D,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.77880657,1514,1944
D,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7435599,4474,6017
E,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7101911,1338,1884
E,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.72557664,6417,8844
F,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.653682,1225,1874
F,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.6876457,5900,8580
FS,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.99124515,5095,5140
FS,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.9957761,1886,1894
G,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.85971683,5344,6216
G,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.9239514,2357,2551
GS,A DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.9981884,3306,3312
GS,A DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.99974793,11899,11902
H,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.969697,3584,3696
H,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.97782546,1367,1398
J,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.85409194,5239,6134
J,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.8544708,1873,2192
L,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.9428285,11280,11964
L,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.9532578,3365,3530
M,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.92517245,5230,5653
M,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.95596087,2149,2248
N,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7638755,7900,10342
N,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.752281,1649,2192
Q,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7786384,5730,7359
Q,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.8974077,4085,4552
R,B DIVISION,1,Weekday,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.7988844,5299,6633
R,B DIVISION,2,Weekend,2023-10-01,2023-10-01T00:00:00Z,2023,2020-2024,0.8617131,1670,1938
1,A DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.78113496,7213,9234
1,A DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.93690604,3549,3788
2,A DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.6994681,1578,2256
2,A DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.7298713,4877,6682
3,A DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.82162535,4772,5808
3,A DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.8578947,1793,2090
4,A DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.7984045,5905,7396
4,A DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.8307116,2218,2670
5,A DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.8209169,1719,2094
5,A DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.8201285,5362,6538
6,A DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.75288665,8281,10999
6,A DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.7986755,2412,3020
7,A DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.91331774,11727,12840
7,A DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.92949754,3441,3702
A,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.6449352,4877,7562
A,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.71792483,2311,3219
B,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.725,2842,3920
C,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.65260196,2784,4266
C,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.6455128,1007,1560
D,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.70740604,3878,5482
D,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.81574076,1762,2160
E,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.68,1428,2100
E,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.69137955,5558,8039
F,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.6151577,4797,7798
F,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.6468899,1352,2090
FS,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.9529661,4498,4720
FS,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.98254716,2083,2120
G,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.81417966,4605,5656
G,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.93696165,2393,2554
GS,A DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.9991732,10877,10886
GS,A DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.99713117,2433,2440
H,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.94136906,3163,3360
H,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.98146963,1536,1565
J,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.86337626,4828,5592
J,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.88375,2121,2400
L,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.91512376,9984,10910
L,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.95886755,3590,3744
M,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.8921872,4328,4851
M,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.9641256,1720,1784
N,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.6481953,6106,9420
N,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.71574074,1546,2160
Q,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.74057037,4830,6522
Q,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.8737764,3392,3882
R,B DIVISION,1,Weekday,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.80474454,4851,6028
R,B DIVISION,2,Weekend,2023-09-01,2023-09-01T00:00:00Z,2023,2020-2024,0.7912395,1698,2146
1,A DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.829554,8780,10584
1,A DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.93828714,2235,2382
2,A DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.7886309,5910,7494
2,A DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.76640713,1378,1798
3,A DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8769968,6039,6886
3,A DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8636364,1083,1254
4,A DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8317118,7181,8634
4,A DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.83848315,1791,2136
5,A DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8419658,6356,7549
5,A DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.85136503,1684,1978
6,A DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8274829,1933,2336
6,A DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8139571,10474,12868
7,A DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.9119718,13468,14768
7,A DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.93037975,2646,2844
A,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.6877388,5940,8637
A,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.7589127,1703,2244
B,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8060403,3603,4470
C,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.775641,968,1248
C,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.65454173,3185,4866
D,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.93055093,2787,2995
D,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8112642,5416,6676
E,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.79761904,1340,1680
E,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.780698,7337,9398
F,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.78229666,1308,1672
F,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.6980357,6290,9011
FS,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.9946934,1687,1696
FS,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.9948416,5400,5428
G,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.86730295,5634,6496
G,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8958333,1849,2064
GS,A DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.9937912,2561,2577
GS,A DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.9966711,11976,12016
H,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.9305112,1165,1252
H,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.9676501,3739,3864
J,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8795405,5666,6442
J,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8783367,1711,1948
L,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.95866454,2412,2516
L,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.9055671,11728,12951
M,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8697872,5110,5875
M,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.972332,1968,2024
N,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.74202126,7533,10152
N,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.6875,1188,1728
Q,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.7869529,5718,7266
Q,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.71836734,1408,1960
R,B DIVISION,2,Weekend,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8929398,1543,1728
R,B DIVISION,1,Weekday,2023-08-01,2023-08-01T00:00:00Z,2023,2020-2024,0.8129091,5340,6569
1,A DIVISION,1,Weekday,2023-07-01,2023-07-01T00:00:00Z,2023,2020-2024,0.812035,7422,9140
1,A DIVISION,2,Weekend,2023-07-01,2023-07-01T00:00:00Z,2023,2020-2024,0.9334365,3015,3230
2,A DIVISION,1,Weekday,2023-07-01,2023-07-01T00:00:00Z,2023,2020-2024,0.7749427,5072,6545
2,A DIVISION,2,Weekend,2023-07-01,2023-07-01T00:00:00Z,2023,2020-2024,0.70341295,2061,2930
3,A DIVISION,1,Weekday,2023-07-01,2023-07-01T00:00:00Z,2023,2020-2024,0.8834919,5202,5888
3,A DIVISION,2,Weekend,2023-07-01,2023-07-01T00:00:00Z,2023,2020-2024,0.8716861,1644,1886
