line,division,day_type,day_type_label,month,month_date,year,period,otp_pct,on_time,scheduled
GS,A DIVISION,1,Weekday,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.99068147,10525,10624
GS,A DIVISION,2,Weekend,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,1,3470,3470
H,B DIVISION,1,Weekday,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.9657738,3245,3360
H,B DIVISION,2,Weekend,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.95527154,1495,1565
J,B DIVISION,1,Weekday,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.8459334,4722,5582
J,B DIVISION,2,Weekend,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.86219513,2121,2460
L,B DIVISION,2,Weekend,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.9225201,3441,3730
L,B DIVISION,1,Weekday,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.94108486,10271,10914
M,B DIVISION,1,Weekday,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.82802665,4473,5402
M,B DIVISION,2,Weekend,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.897651,2140,2384
N,B DIVISION,1,Weekday,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.7912933,7507,9487
N,B DIVISION,2,Weekend,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.7376923,1918,2600
Q,B DIVISION,1,Weekday,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.81280786,5115,6293
Q,B DIVISION,2,Weekend,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.74960816,1913,2552
R,B DIVISION,1,Weekday,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.7945319,4795,6035
R,B DIVISION,2,Weekend,2024-06-01,2024-06-01T00:00:00Z,2024,2020-2024,0.8113571,1686,2078
1,A DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.80823904,8358,10341
1,A DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.88430655,2423,2740
2,A DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.776215,5574,7181
2,A DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.69921875,1432,2048
3,A DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.87703633,5599,6384
3,A DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.8614072,1616,1876
4,A DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.7298995,1743,2388
4,A DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.82469285,6713,8140
5,A DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.8313253,5934,7138
5,A DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.8480935,1379,1626
6,A DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.75869405,9272,12221
6,A DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.7608069,2112,2776
7,A DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.90595746,12774,14100
7,A DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.9588272,3074,3206
A,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.74912345,6196,8271
A,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.80657935,2648,3283
B,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.7154453,3085,4312
C,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.73209167,3577,4886
C,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.67238915,940,1398
D,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.7019231,4234,6032
D,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.7340535,1427,1944
E,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.8673036,1634,1884
E,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.8095397,7298,9015
F,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.75683504,6533,8632
F,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.75825346,1424,1878
FS,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.9963405,5173,5192
FS,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.9968321,1888,1894
G,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.8710797,6277,7206
G,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.9596631,2165,2256
GS,A DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.99869657,11493,11508
GS,A DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.99934256,3040,3042
H,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.9582195,3509,3662
H,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.96891195,748,772
J,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.797557,4897,6140
J,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.88784164,1884,2122
L,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.91056454,11291,12400
L,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.95836276,2716,2834
M,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.80387205,4775,5940
M,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.93679655,2164,2310
N,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.72993547,7576,10379
N,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.6183128,1202,1944
Q,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.85652924,1994,2328
Q,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.835306,5787,6928
R,B DIVISION,1,Weekday,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.7548931,5014,6642
R,B DIVISION,2,Weekend,2024-05-01,2024-05-01T00:00:00Z,2024,2020-2024,0.8582474,1665,1940
1,A DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7674373,7768,10122
1,A DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.86513156,2104,2432
2,A DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.71854895,5249,7305
2,A DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.690991,1534,2220
3,A DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.81548727,5255,6444
3,A DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7663477,961,1254
4,A DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.8120024,6630,8165
4,A DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.789794,1687,2136
5,A DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.780241,5244,6721
5,A DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.8428571,1298,1540
6,A DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7798158,9566,12267
6,A DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7709804,1966,2550
7,A DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.8951425,12660,14143
7,A DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.9220156,3074,3334
A,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7584459,6286,8288
A,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7956449,1900,2388
B,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.710807,3065,4312
C,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.718878,3511,4884
C,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.588141,734,1248
D,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.75260717,1299,1726
D,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.73332226,4419,6026
E,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.8470847,1540,1818
E,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.75013906,6743,8989
F,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7805024,1305,1672
F,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.6899548,5955,8631
FS,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.995283,1688,1696
FS,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.9811248,5094,5192
G,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.91441005,1891,2068
G,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.88243705,6170,6992
GS,A DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.99167776,2979,3004
GS,A DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.9989689,11626,11638
H,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.9864217,1235,1252
H,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.97132033,3590,3696
J,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.83470225,1626,1948
J,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.83417493,5121,6139
L,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.884011,10632,12027
L,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.94844127,2373,2502
M,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.77663696,4614,5941
M,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.8899693,1739,1954
N,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7888814,8202,10397
N,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.724429,1459,2014
Q,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.8011928,1612,2012
Q,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.80673605,5581,6918
R,B DIVISION,1,Weekday,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.7286787,4853,6660
R,B DIVISION,2,Weekend,2024-04-01,2024-04-01T00:00:00Z,2024,2020-2024,0.74892706,1396,1864
1,A DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.79150176,7600,9602
1,A DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.90150994,2627,2914
2,A DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.56018955,1182,2110
2,A DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.7120634,5035,7071
3,A DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.85369366,5339,6254
3,A DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.67514396,1407,2084
4,A DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.79912436,6206,7766
4,A DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.7798648,2076,2662
5,A DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.7813724,5386,6893
5,A DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.90096986,1765,1959
6,A DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.67826533,7914,11668
6,A DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.76389754,2446,3202
7,A DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.9450541,12745,13486
7,A DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.9585267,3305,3448
A,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.7495515,2089,2787
A,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.71352583,5634,7896
B,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.6743666,2715,4026
C,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.6636637,3094,4662
C,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.6108974,953,1560
D,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.7062597,4073,5767
D,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.74369746,1593,2142
E,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.84177214,1995,2370
E,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.6986432,5870,8402
F,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.71442217,7480,10470
F,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.83244324,2494,2996
FS,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.997553,4892,4904
FS,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.99432355,2102,2114
G,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.92591125,2337,2524
G,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.83122814,5462,6571
GS,A DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.9953729,3657,3674
GS,A DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.9992192,11517,11526
H,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.96428573,3402,3528
H,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.98263663,1528,1555
J,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.84976125,4983,5864
J,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.8797881,2159,2454
L,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.9274729,10614,11444
L,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.96333516,3547,3682
M,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.9453501,5103,5398
M,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.9481633,2323,2450
N,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.7485674,7446,9947
N,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.76709116,2289,2984
Q,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.73178095,5091,6957
Q,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.9038576,3046,3370
R,B DIVISION,1,Weekday,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.814404,5213,6401
R,B DIVISION,2,Weekend,2024-03-01,2024-03-01T00:00:00Z,2024,2020-2024,0.8483977,2065,2434
1,A DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.80132955,7353,9176
1,A DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.7574456,2645,3492
2,A DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.7154882,4675,6534
2,A DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.3100665,653,2106
3,A DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.84744626,5044,5952
3,A DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.61714286,648,1050
4,A DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.80955577,6032,7451
4,A DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.6329114,1800,2844
5,A DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.79357797,5190,6540
5,A DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.81462586,1437,1764
6,A DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.7397548,8448,11420
6,A DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.75,2175,2900
7,A DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.9099556,2870,3154
7,A DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.92943925,11934,12840
A,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.7582241,5670,7478
A,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.6225296,1575,2530
B,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.69017094,2584,3744
C,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.727027,3228,4440
C,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.4900709,691,1410
D,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.67489713,1312,1944
D,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.6936658,3811,5494
E,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.64609706,1225,1896
E,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.6664166,5330,7998
F,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.62552744,1186,1896
F,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.5484243,4281,7806
FS,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.98959416,1902,1922
FS,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.99914527,4676,4680
G,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.9577029,2785,2908
G,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.8469757,5153,6084
GS,A DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.998385,3091,3096
GS,A DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.9982732,10406,10424
H,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.96270233,1368,1421
H,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.97619754,3281,3361
J,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.84506536,4718,5583
J,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.91247755,2033,2228
L,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.92429656,10085,10911
L,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.9088595,3570,3928
M,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.9741907,2227,2286
M,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.92495126,4745,5130
N,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.71148133,6705,9424
N,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.62602884,1217,1944
Q,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.7732245,5019,6491
Q,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.7684816,1736,2259
R,B DIVISION,1,Weekday,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.75996065,4635,6099
R,B DIVISION,2,Weekend,2024-02-01,2024-02-01T00:00:00Z,2024,2020-2024,0.76082474,1476,1940
1,A DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.72733855,7029,9664
1,A DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.85225374,2042,2396
2,A DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.59488636,1047,1760
2,A DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.69905144,4864,6958
3,A DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.81097466,5084,6269
3,A DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.69036144,1146,1660
4,A DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.7969471,2245,2817
4,A DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.7816669,6387,8171
5,A DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.88363636,1215,1375
5,A DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.7666851,5537,7222
6,A DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.7642455,9375,12267
6,A DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.8036364,2652,3300
7,A DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.8610246,12168,14132
7,A DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.9644634,2714,2814
A,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.73701763,6188,8396
A,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.7006749,1765,2519
B,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.67903525,2928,4312
C,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.7129402,3482,4884
C,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.6723164,952,1416
D,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.77092963,1501,1947
D,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.6912641,4178,6044
E,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.8447282,2051,2428
E,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.71319854,6279,8804
F,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.81430095,1526,1874
F,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.6016317,5162,8580
FS,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.9915523,1878,1894
FS,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.99532163,5106,5130
G,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.9314111,2132,2289
G,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.87626183,5729,6538
GS,A DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.99744606,3515,3524
GS,A DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.99371284,11696,11770
H,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.9688853,3581,3696
H,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.98426324,1376,1398
J,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.8460912,5195,6140
J,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.8840909,1945,2200
L,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.90000814,11035,12261
L,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.9353426,3631,3882
M,B DIVISION,2,Weekend,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.9601064,2166,2256
M,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.91262823,5160,5654
N,B DIVISION,1,Weekday,2024-01-01,2024-01-01T00:00:00Z,2024,2020-2024,0.6661239,6955,10441
